6.9,0.26,0.49,1.6,0.058,39,166,0.9965,3.65,0.52,9.4,W
9.1,0.765,0.04,1.6,0.078,4,14,0.998,3.29,0.54,9.7,R
5.8,0.17,0.34,1.8,0.045,96,170,0.99035,3.38,0.9,11.8,W
10.3,0.17,0.47,1.4,0.037,5,33,0.9939,2.89,0.28,9.6,W
8.3,0.675,0.26,2.1,0.084,11,43,0.9976,3.31,0.53,9.2,R
7.4,0.45,0.32,7.1,0.044,17,117,0.9962,3.32,0.41,10.4,W
5.2,0.155,0.33,1.6,0.028,13,59,0.98975,3.3,0.84,11.9,W
9.2,0.22,0.4,2.4,0.054,18,151,0.9952,3.04,0.46,9.3,W
8.2,0.22,0.36,6.8,0.034,12,90,0.9944,3.01,0.38,10.5,W
6.9,0.21,0.28,2.4,0.056,49,159,0.9944,3.02,0.47,8.8,W
7.5,0.29,0.26,14.95,0.067,47,178,0.99838,3.04,0.49,9.2,W
8,0.45,0.36,8.8,0.026,50,151,0.9927,3.07,0.25,12.7,W
7.3,0.41,0.29,1.8,0.032,26,74,0.98889,2.96,0.35,13,W
7.1,0.32,0.32,11,0.038,16,66,0.9937,3.24,0.4,11.5,W
5.3,0.3,0.2,1.1,0.077,48,166,0.9944,3.3,0.54,8.7,W
6.7,0.24,0.3,3.85,0.042,105,179,0.99189,3.04,0.59,11.3,W
5.8,0.32,0.28,4.3,0.032,46,115,0.98946,3.16,0.57,13,W
7,0.36,0.32,10.05,0.045,37,131,0.99352,3.09,0.33,11.7,W
5.7,0.15,0.47,11.4,0.035,49,128,0.99456,3.03,0.34,10.5,W
7.1,0.25,0.39,2.1,0.036,30,124,0.9908,3.28,0.43,12.2,W
7.2,0.4,0.62,10.8,0.041,70,189,0.9976,3.08,0.49,8.6,W
8.7,0.3,0.59,1.7,0.046,10,70,0.99373,3.06,0.56,10.8,W
6.6,0.16,0.32,1.4,0.035,49,186,0.9906,3.35,0.64,12.4,W
